hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_night,arrival_month,arrival_date,is_family
Resort Hotel,1,17,2015,July,28,9,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,105.08,0,0,Canceled,2015-06-23,4,7,2015-07-09,False
Resort Hotel,1,103,2015,July,28,9,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,65.42,0,0,Canceled,2015-06-27,4,7,2015-07-09,False
Resort Hotel,0,16,2015,July,28,9,1,3,1,0.0,0,Breakfast,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,98.0,0,1,Check-Out,2015-07-13,4,7,2015-07-09,False
Resort Hotel,0,14,2015,July,28,9,2,3,2,0.0,0,Breakfast,SWE,Online TA,Undefined,0,0,0,A,A,0,No Deposit,241.0,0,Transient,75.46,1,1,Check-Out,2015-07-14,5,7,2015-07-09,False
Resort Hotel,0,77,2015,July,28,9,2,3,2,0.0,0,Breakfast,POL,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,177.0,0,Transient,65.5,0,0,Check-Out,2015-07-14,5,7,2015-07-09,False
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,Breakfast,FRA,Offline TA/TO,Undefined,0,0,0,A,D,0,No Deposit,6.0,0,Transient,90.95,0,0,Check-Out,2015-07-16,7,7,2015-07-09,False
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,40.0,0,Contract,93.6,0,0,Check-Out,2015-07-16,7,7,2015-07-09,False
Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,E,E,0,No Deposit,143.0,0,Contract,119.25,0,0,Check-Out,2015-07-16,7,7,2015-07-09,False
Resort Hotel,0,366,2015,July,28,9,2,5,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,E,E,0,No Deposit,40.0,0,Contract,134.73,0,0,Check-Out,2015-07-16,7,7,2015-07-09,False
Resort Hotel,0,249,2015,July,28,9,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,112.0,0,1,Check-Out,2015-07-16,7,7,2015-07-09,False
Resort Hotel,1,69,2015,July,28,9,2,6,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,118.13,0,2,Canceled,2015-05-13,8,7,2015-07-09,False
Resort Hotel,0,10,2015,July,28,10,0,1,2,0.0,0,Breakfast,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,131.0,0,0,Check-Out,2015-07-11,1,7,2015-07-10,False
Resort Hotel,0,22,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,88.2,0,0,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,1,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,23,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,98.0,0,0,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,11,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,110.5,0,1,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,3,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,131.0,0,1,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,13,2015,July,28,10,0,2,2,1.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,G,G,2,No Deposit,240.0,0,Transient,185.0,1,1,Check-Out,2015-07-12,2,7,2015-07-10,True
Resort Hotel,0,108,2015,July,28,10,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,1,No Deposit,240.0,0,Transient,87.3,0,2,Check-Out,2015-07-12,2,7,2015-07-10,False
Resort Hotel,0,37,2015,July,28,10,1,2,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,C,C,0,No Deposit,105.0,0,Transient,120.0,0,1,Check-Out,2015-07-13,3,7,2015-07-10,False
Resort Hotel,0,21,2015,July,28,10,1,2,2,0.0,0,Breakfast,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Transient,98.0,0,1,Check-Out,2015-07-13,3,7,2015-07-10,False
Resort Hotel,0,106,2015,July,28,10,1,2,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,96.3,0,2,Check-Out,2015-07-13,3,7,2015-07-10,False
Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,Full Board,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14,4,7,2015-07-10,False
Resort Hotel,1,51,2015,July,28,10,2,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Canceled,2015-06-29,5,7,2015-07-10,False
Resort Hotel,0,79,2015,July,28,10,2,3,2,0.0,0,Breakfast,POL,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,82.0,0,2,Check-Out,2015-07-15,5,7,2015-07-10,False
Resort Hotel,0,21,2015,July,28,10,2,3,2,0.0,2,Hald Board,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,0,Transient,165.0,1,3,Check-Out,2015-07-15,5,7,2015-07-10,True
Resort Hotel,0,35,2015,July,28,10,2,3,2,2.0,0,Breakfast,EST,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,149.4,0,0,Check-Out,2015-07-15,5,7,2015-07-10,True
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,106.84,1,2,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,0,31,2015,July,28,10,2,5,2,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,161.0,1,1,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,D,D,1,No Deposit,240.0,0,Transient,134.43,0,2,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,E,E,1,No Deposit,240.0,0,Transient,144.43,1,2,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,0,44,2015,July,28,10,2,5,1,0.0,0,Hald Board,RUS,Offline TA/TO,Undefined,0,0,0,E,E,2,No Deposit,244.0,0,Transient,152.0,0,0,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,Hald Board,GBR,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,125.54,0,3,Check-Out,2015-07-17,7,7,2015-07-10,True
Resort Hotel,0,87,2015,July,28,10,2,5,2,1.0,1,Full Board,PRT,Offline TA/TO,Undefined,0,0,0,C,C,0,No Deposit,5.0,0,Transient,133.83,0,2,Check-Out,2015-07-17,7,7,2015-07-10,True
Resort Hotel,0,11,2015,July,28,10,2,6,3,1.0,0,Breakfast,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,159.75,1,0,Check-Out,2015-07-18,8,7,2015-07-10,True
Resort Hotel,0,115,2015,July,28,10,2,7,2,0.0,0,Breakfast,IRL,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.6,0,2,Check-Out,2015-07-19,9,7,2015-07-10,False
Resort Hotel,0,86,2015,July,28,10,3,7,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,112.2,0,0,Check-Out,2015-07-20,10,7,2015-07-10,False
Resort Hotel,0,41,2015,July,28,10,4,7,2,0.0,1,Breakfast,GBR,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,110.6,0,0,Check-Out,2015-07-21,11,7,2015-07-10,True
Resort Hotel,0,32,2015,July,28,10,4,9,2,0.0,0,Breakfast,DNK,Online TA,Undefined,0,0,0,C,C,0,No Deposit,241.0,0,Transient,105.9,0,0,Check-Out,2015-07-23,13,7,2015-07-10,False
Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,Hald Board,GBR,Online TA,Undefined,0,0,0,D,D,0,No Deposit,241.0,0,Transient,95.27,0,3,Check-Out,2015-07-17,7,7,2015-07-10,True
Resort Hotel,0,34,2015,July,28,10,2,5,2,0.0,0,Hald Board,GBR,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,108.83,0,1,Check-Out,2015-07-17,7,7,2015-07-10,False
Resort Hotel,1,100,2015,July,28,11,2,3,2,1.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,149.0,0,Transient,153.96,0,0,Canceled,2015-05-29,5,7,2015-07-11,True
Resort Hotel,0,44,2015,July,28,11,2,3,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.6,0,0,Check-Out,2015-07-16,5,7,2015-07-11,False
Resort Hotel,0,304,2015,July,28,11,2,4,2,0.0,1,Breakfast,PRT,Direct,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,90.67,0,1,Check-Out,2015-07-17,6,7,2015-07-11,True
Resort Hotel,1,36,2015,July,28,11,2,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,126.67,0,0,Canceled,2015-06-08,6,7,2015-07-11,False
Resort Hotel,0,117,2015,July,28,11,2,4,3,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,15.0,0,Transient,144.4,0,1,Check-Out,2015-07-17,6,7,2015-07-11,False
Resort Hotel,0,70,2015,July,28,11,2,4,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,99.5,1,2,Check-Out,2015-07-17,6,7,2015-07-11,False
Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,139.4,0,1,Check-Out,2015-07-18,7,7,2015-07-11,False
Resort Hotel,1,109,2015,July,28,11,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,73.8,0,1,Canceled,2015-04-22,7,7,2015-07-11,False
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,E,E,0,No Deposit,241.0,0,Transient,89.97,0,1,Check-Out,2015-07-15,4,7,2015-07-11,False
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-15,4,7,2015-07-11,False
Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,Breakfast,CZE,Online TA,Undefined,0,0,0,E,E,1,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-15,4,7,2015-07-11,False
Resort Hotel,0,0,2015,July,28,11,0,1,1,0.0,0,Breakfast,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-12,1,7,2015-07-11,False
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,Hald Board,DEU,Online TA,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,144.9,0,1,Check-Out,2015-07-12,1,7,2015-07-11,False
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,Breakfast,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0,Transient,153.0,0,0,Check-Out,2015-07-12,1,7,2015-07-11,False
Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,131.0,0,1,Check-Out,2015-07-12,1,7,2015-07-11,False
Resort Hotel,0,84,2015,July,28,11,1,1,2,0.0,0,Hald Board,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,100.0,1,0,Check-Out,2015-07-13,2,7,2015-07-11,False
Resort Hotel,0,71,2015,July,28,11,1,1,2,0.0,0,Breakfast,ESP,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,175.0,0,Transient,65.5,0,0,Check-Out,2015-07-13,2,7,2015-07-11,False
Resort Hotel,0,16,2015,July,28,11,1,1,2,0.0,0,Breakfast,ROU,Online TA,Undefined,0,0,0,C,C,0,No Deposit,242.0,0,Transient,123.0,0,1,Check-Out,2015-07-13,2,7,2015-07-11,False
Resort Hotel,0,54,2015,July,28,11,2,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,F,0,No Deposit,240.0,0,Transient,123.0,0,0,Check-Out,2015-07-14,3,7,2015-07-11,False
Resort Hotel,0,8,2015,July,28,11,2,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,131.0,0,0,Check-Out,2015-07-14,3,7,2015-07-11,False
Resort Hotel,0,36,2015,July,28,11,2,5,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,5.0,0,Transient,104.68,1,0,Check-Out,2015-07-18,7,7,2015-07-11,False
Resort Hotel,0,40,2015,July,28,11,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,242.0,0,Transient,166.0,0,0,Check-Out,2015-07-18,7,7,2015-07-11,False
Resort Hotel,1,59,2015,July,28,11,2,6,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,111.25,0,2,Canceled,2015-05-19,8,7,2015-07-11,False
Resort Hotel,0,79,2015,July,28,11,2,6,2,2.0,0,Hald Board,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,0,Transient,213.75,0,0,Check-Out,2015-07-19,8,7,2015-07-11,True
Resort Hotel,0,32,2015,July,28,11,4,6,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,E,E,1,No Deposit,240.0,0,Transient,178.0,1,0,Check-Out,2015-07-21,10,7,2015-07-11,False
Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,113.9,0,1,Check-Out,2015-07-18,7,7,2015-07-11,False
Resort Hotel,0,33,2015,July,28,11,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,129.29,1,0,Check-Out,2015-07-18,7,7,2015-07-11,False
Resort Hotel,0,53,2015,July,29,12,1,0,2,2.0,0,Breakfast,CN,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,153.0,1,0,Check-Out,2015-07-13,1,7,2015-07-12,True
Resort Hotel,0,2,2015,July,29,12,1,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,98.0,1,2,Check-Out,2015-07-13,1,7,2015-07-12,False
Resort Hotel,0,8,2015,July,29,12,2,4,2,1.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,169.0,1,2,Check-Out,2015-07-18,6,7,2015-07-12,True
Resort Hotel,1,72,2015,July,29,12,2,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,93.0,0,2,Canceled,2015-05-12,6,7,2015-07-12,False
Resort Hotel,0,12,2015,July,29,12,2,5,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,132.29,0,0,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,48,2015,July,29,12,2,5,2,0.0,0,Breakfast,BRA,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,243.0,0,Transient,123.0,0,1,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,90,2015,July,29,12,2,5,2,0.0,0,Full Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,5.0,0,Transient-Party,117.22,0,1,Check-Out,2015-07-12,7,7,2015-07-12,False
Resort Hotel,0,34,2015,July,29,12,2,5,2,0.0,1,Hald Board,ESP,Offline TA/TO,Undefined,0,0,0,D,D,1,No Deposit,156.0,0,Transient,149.0,0,1,Check-Out,2015-07-19,7,7,2015-07-12,True
Resort Hotel,1,58,2015,July,29,12,2,5,3,1.0,0,Breakfast,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,164.57,0,1,Canceled,2015-06-29,7,7,2015-07-12,True
Resort Hotel,0,59,2015,July,29,12,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,115.0,0,Contract,107.0,0,0,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,90,2015,July,29,12,2,5,2,0.0,1,Full Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,5.0,0,Transient-Party,117.22,1,2,Check-Out,2015-07-19,7,7,2015-07-12,True
Resort Hotel,0,116,2015,July,29,12,2,5,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,E,E,0,No Deposit,40.0,0,Contract,119.25,0,0,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,31,2015,July,29,12,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,243.0,0,Transient,123.0,0,0,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,1,51,2015,July,29,12,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,241.0,0,Transient,105.71,0,0,Canceled,2015-07-03,7,7,2015-07-12,False
Resort Hotel,0,48,2015,July,29,12,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,243.0,0,Transient,123.0,0,1,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,59,2015,July,29,12,2,5,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,144.43,1,2,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,1,97,2015,July,29,12,3,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,126.0,0,1,Canceled,2015-06-19,8,7,2015-07-12,False
Resort Hotel,0,12,2015,July,29,12,4,5,2,0.0,0,Hald Board,FRA,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,148.3,1,2,Check-Out,2015-07-21,9,7,2015-07-12,False
Resort Hotel,0,64,2015,July,29,12,4,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,125.22,0,1,Check-Out,2015-07-21,9,7,2015-07-12,False
Resort Hotel,0,31,2015,July,29,12,4,7,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,243.0,0,Transient,123.0,0,0,Check-Out,2015-07-23,11,7,2015-07-12,False
Resort Hotel,0,59,2015,July,29,12,4,7,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,243.0,0,Contract,130.0,1,1,Check-Out,2015-07-23,11,7,2015-07-12,False
Resort Hotel,1,55,2015,July,29,12,4,10,2,10.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,2,No Deposit,8.0,0,Contract,133.16,0,1,No-Show,2015-07-12,14,7,2015-07-12,True
Resort Hotel,0,81,2015,July,29,12,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,147.0,0,Transient,78.84,0,0,Check-Out,2015-07-19,7,7,2015-07-12,False
Resort Hotel,0,1,2015,July,29,12,1,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,80.1,0,0,Check-Out,2015-07-13,1,7,2015-07-12,False
Resort Hotel,0,34,2015,July,29,12,2,0,2,2.0,0,Breakfast,BEL,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,193.0,0,1,Check-Out,2015-07-14,2,7,2015-07-12,True
Resort Hotel,0,13,2015,July,29,12,2,0,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,88.2,0,0,Check-Out,2015-07-14,2,7,2015-07-12,False
Resort Hotel,0,40,2015,July,29,12,2,0,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,F,E,0,No Deposit,241.0,0,Transient,90.71,0,0,Check-Out,2015-07-14,2,7,2015-07-12,False
Resort Hotel,0,1,2015,July,29,12,2,0,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,B,0,No Deposit,240.0,0,Transient,114.5,0,1,Check-Out,2015-07-14,2,7,2015-07-12,False
Resort Hotel,0,34,2015,July,29,12,2,0,2,0.0,0,Breakfast,BEL,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.2,0,1,Check-Out,2015-07-14,2,7,2015-07-12,False
Resort Hotel,0,88,2015,July,29,12,2,1,2,0.0,0,Breakfast,ITA,Offline TA/TO,Undefined,0,0,0,D,D,1,No Deposit,8.0,0,Contract,79.5,0,0,Check-Out,2015-07-15,3,7,2015-07-12,False
Resort Hotel,0,9,2015,July,29,12,2,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,117.9,0,3,Check-Out,2015-07-15,3,7,2015-07-12,False
Resort Hotel,1,24,2015,July,29,12,2,1,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,128.0,0,0,Canceled,2015-06-22,3,7,2015-07-12,False
Resort Hotel,0,97,2015,July,29,12,2,2,2,0.0,0,Breakfast,FRA,Offline TA/TO,Undefined,0,0,0,A,D,0,No Deposit,6.0,0,Transient,90.95,0,0,Check-Out,2015-07-16,4,7,2015-07-12,False
Resort Hotel,0,60,2015,July,29,12,2,2,2,0.0,1,Breakfast,FIN,Online TA,Undefined,0,0,0,E,E,2,No Deposit,240.0,0,Transient,107.0,0,2,Check-Out,2015-07-16,4,7,2015-07-12,True
Resort Hotel,0,100,2015,July,29,12,2,2,2,2.0,0,Breakfast,CN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,130.05,1,1,Check-Out,2015-07-16,4,7,2015-07-12,True
Resort Hotel,0,50,2015,July,29,12,2,3,2,0.0,0,Breakfast,ESP,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,156.0,0,Contract,123.0,0,0,Check-Out,2015-07-17,5,7,2015-07-12,False
Resort Hotel,1,47,2015,July,29,12,2,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,103.8,0,0,No-Show,2015-07-12,5,7,2015-07-12,False
Resort Hotel,0,8,2015,July,29,12,2,3,2,2.0,0,Breakfast,IRL,Online TA,Undefined,0,0,0,H,H,0,No Deposit,240.0,0,Transient,196.0,0,1,Check-Out,2015-07-17,5,7,2015-07-12,True
Resort Hotel,0,34,2015,July,29,12,2,3,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,149.4,1,0,Check-Out,2015-07-17,5,7,2015-07-12,False
Resort Hotel,0,47,2015,July,29,13,2,5,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,175.71,0,0,Check-Out,2015-07-20,7,7,2015-07-13,False
Resort Hotel,0,115,2015,July,29,13,2,5,2,0.0,1,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,1,No Deposit,134.0,0,Transient-Party,119.7,0,2,Check-Out,2015-07-20,7,7,2015-07-13,True
Resort Hotel,1,79,2015,July,29,13,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,100.86,0,1,Canceled,2015-05-13,7,7,2015-07-13,False
Resort Hotel,0,91,2015,July,29,13,2,5,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,100.86,0,0,Check-Out,2015-07-20,7,7,2015-07-13,False
Resort Hotel,0,98,2015,July,29,13,1,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,82.0,0,3,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,0,109,2015,July,29,13,1,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,73.8,0,1,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,0,0,2015,July,29,13,1,1,2,0.0,0,Breakfast,AUS,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,117.9,1,0,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,0,0,2015,July,29,13,1,1,4,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,L,H,0,No Deposit,0.0,0,Transient,150.0,0,0,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,0,9,2015,July,29,13,1,1,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,161.0,1,2,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,0,62,2015,July,29,13,1,1,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,147.0,0,Transient,64.0,0,2,Check-Out,2015-07-15,2,7,2015-07-13,False
Resort Hotel,1,45,2015,July,29,13,1,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,0,0,Canceled,2015-06-18,2,7,2015-07-13,False
Resort Hotel,0,42,2015,July,29,13,1,2,2,0.0,0,Breakfast,USA,Online TA,Undefined,0,0,0,D,E,0,No Deposit,240.0,0,Transient,110.0,1,0,Check-Out,2015-07-16,3,7,2015-07-13,False
